Cell,meta_cluster
Samp41_bcBPGY,HSC/MPP
Samp41_bcFHDT,HSC/MPP
Samp41_bcFQXN,HSC/MPP
Samp41_bcICOR,HSC/MPP
Samp41_bcBDIR,HSC/MPP
Samp41_bcDBMI,HSC/MPP
Samp41_bcIEAT,HSC/MPP
Samp41_bcDLVT,HSC/MPP
Samp41_bcAPQI,HSC/MPP
Samp41_bcDSNY,HSC/MPP
Samp41_bcHXPW,HSC/MPP
Samp41_bcAAMQ,HSC/MPP
Samp41_bcFBLF,HSC/MPP
Samp41_bcAXUV,Lymphoid
Samp41_bcAWIR,HSC/MPP
Samp41_bcIJUA,HSC/MPP
Samp41_bcHBMT,HSC/MPP
Samp41_bcEIBZ,HSC/MPP
Samp41_bcAPRC,Granulocyte
Samp41_bcGHIQ,HSC/MPP
Samp41_bcCNTG,HSC/MPP
Samp41_bcAKLD,HSC/MPP
Samp41_bcGJAO,HSC/MPP
Samp41_bcHQFB,HSC/MPP
Samp41_bcHQGJ,HSC/MPP
Samp41_bcCFES,HSC/MPP
Samp41_bcHVCT,HSC/MPP
Samp41_bcHWQC,Lymphoid
Samp41_bcDQUX,Granulocyte
Samp41_bcHSSB,HSC/MPP
Samp41_bcCIYV,HSC/MPP
Samp41_bcBQFB,Erythroid
Samp41_bcFTWE,HSC/MPP
Samp41_bcAFAD,HSC/MPP
Samp41_bcGHUG,HSC/MPP
Samp41_bcGRPC,Lymphoid
Samp41_bcHSSU,HSC/MPP
Samp41_bcFXGT,Myeloid-biased-MPP
Samp41_bcAANX,HSC/MPP
Samp41_bcFOGJ,HSC/MPP
Samp41_bcAVYT,HSC/MPP
Samp41_bcGDLY,HSC/MPP
Samp41_bcGKZQ,HSC/MPP
Samp41_bcGKSV,Granulocyte
Samp41_bcAHTB,HSC/MPP
Samp41_bcFFBO,HSC/MPP
Samp41_bcGZMZ,HSC/MPP
Samp41_bcHJPQ,Lymphoid
Samp41_bcDQGZ,HSC/MPP
Samp41_bcBGXH,HSC/MPP
Samp41_bcHZDV,Myeloid-biased-MPP
Samp41_bcDIJZ,Myeloid-biased-MPP
Samp41_bcGRPI,HSC/MPP
Samp41_bcBUDO,HSC/MPP
Samp41_bcFBCK,HSC/MPP
Samp41_bcFCSQ,HSC/MPP
Samp41_bcANOU,HSC/MPP
Samp41_bcFRIL,Granulocyte
Samp41_bcDZCV,Granulocyte
Samp41_bcCUIT,Lymphoid
Samp41_bcFJUT,HSC/MPP
Samp41_bcAYMZ,HSC/MPP
Samp41_bcEXJZ,Myeloid-biased-MPP
Samp41_bcDMPY,Granulocyte
Samp41_bcGXON,HSC/MPP
Samp41_bcGXUR,HSC/MPP
Samp41_bcCYHG,HSC/MPP
Samp41_bcAVRJ,HSC/MPP
Samp41_bcIFEO,HSC/MPP
Samp41_bcAZFC,HSC/MPP
Samp41_bcGVKE,HSC/MPP
Samp41_bcEIDD,HSC/MPP
Samp41_bcDZZZ,Erythroid
Samp41_bcBSFH,Lymphoid
Samp41_bcECDJ,HSC/MPP
Samp41_bcGZQV,HSC/MPP
Samp41_bcGMPH,HSC/MPP
Samp41_bcETMW,Lymphoid
Samp41_bcEOAN,HSC/MPP
Samp41_bcBGXA,HSC/MPP
Samp41_bcAVFO,HSC/MPP
Samp41_bcGNUQ,HSC/MPP
Samp41_bcDFGV,HSC/MPP
Samp41_bcFWPA,HSC/MPP
Samp41_bcFXYL,HSC/MPP
Samp41_bcFUND,HSC/MPP
Samp41_bcEOXQ,HSC/MPP
Samp41_bcHMLA,HSC/MPP
Samp41_bcBIZY,HSC/MPP
Samp41_bcEOOX,HSC/MPP
Samp41_bcFIVC,HSC/MPP
Samp41_bcDIKC,HSC/MPP
Samp41_bcDVZJ,HSC/MPP
Samp41_bcFEKW,HSC/MPP
Samp41_bcERKL,Lymphoid
Samp41_bcBVCD,Lymphoid
Samp41_bcDXMQ,Lymphoid
Samp41_bcICUO,HSC/MPP
Samp41_bcEIOA,HSC/MPP
Samp41_bcESQV,HSC/MPP
Samp41_bcFTWW,Lymphoid
Samp41_bcFEUZ,HSC/MPP
Samp41_bcHTPX,HSC/MPP
Samp41_bcDMFL,HSC/MPP
Samp41_bcATWH,HSC/MPP
Samp41_bcBKBZ,HSC/MPP
Samp41_bcHBCQ,HSC/MPP
Samp41_bcCOYE,HSC/MPP
Samp41_bcEJDA,HSC/MPP
Samp41_bcCWZC,HSC/MPP
Samp41_bcCBJW,Granulocyte
Samp41_bcARFR,HSC/MPP
Samp41_bcAWDE,HSC/MPP
Samp41_bcCUSP,HSC/MPP
Samp41_bcHQNR,HSC/MPP
Samp41_bcBFRV,HSC/MPP
Samp41_bcHMEA,HSC/MPP
Samp41_bcBTCU,Meg/Ery-biased-MPP
Samp41_bcIIPK,HSC/MPP
Samp41_bcFUXR,HSC/MPP
Samp41_bcDFOV,HSC/MPP
Samp41_bcBLNG,Erythroid
Samp41_bcHNCO,HSC/MPP
Samp41_bcBTQS,HSC/MPP
Samp41_bcDOUT,HSC/MPP
Samp41_bcAGCM,HSC/MPP
Samp41_bcBOIQ,HSC/MPP
Samp41_bcGMXJ,HSC/MPP
Samp41_bcBTWA,HSC/MPP
Samp41_bcGWGE,HSC/MPP
Samp41_bcECWG,Lymphoid
Samp41_bcHPQG,HSC/MPP
Samp41_bcCARI,HSC/MPP
Samp41_bcEPAA,HSC/MPP
Samp41_bcAQDD,HSC/MPP
Samp41_bcAEIK,Lymphoid
Samp41_bcECGW,HSC/MPP
Samp41_bcEPLY,Erythroid
Samp41_bcGHAC,HSC/MPP
Samp41_bcFRNU,HSC/MPP
Samp41_bcGEZV,HSC/MPP
Samp41_bcBRLZ,HSC/MPP
Samp41_bcHFFI,HSC/MPP
Samp41_bcALGF,HSC/MPP
Samp41_bcGOJF,HSC/MPP
Samp41_bcAACO,HSC/MPP
Samp41_bcEHOV,HSC/MPP
Samp41_bcAIKT,HSC/MPP
Samp41_bcGGHR,HSC/MPP
Samp41_bcFFLJ,Erythroid
Samp41_bcHZHM,HSC/MPP
Samp41_bcCFOR,HSC/MPP
Samp41_bcCNQK,HSC/MPP
Samp41_bcGBNI,Granulocyte
Samp41_bcGSST,Lymphoid
Samp41_bcHPDW,Lymphoid
Samp41_bcASHF,HSC/MPP
Samp41_bcHUGO,HSC/MPP
Samp41_bcGLAC,HSC/MPP
Samp41_bcBORB,HSC/MPP
Samp41_bcDEQZ,HSC/MPP
Samp41_bcAXRJ,Erythroid
Samp41_bcCIRW,HSC/MPP
Samp41_bcCGGD,HSC/MPP
Samp41_bcDARR,HSC/MPP
Samp41_bcHTQS,Lymphoid
Samp41_bcDVDH,HSC/MPP
Samp41_bcGHFW,HSC/MPP
Samp41_bcHKNB,Lymphoid
Samp41_bcEIXP,Lymphoid
Samp41_bcHDCO,Erythroid
Samp41_bcEOVT,HSC/MPP
Samp41_bcFUZL,HSC/MPP
Samp41_bcBUYN,HSC/MPP
Samp41_bcGVRV,HSC/MPP
Samp41_bcFNFP,HSC/MPP
Samp41_bcBQJY,HSC/MPP
Samp41_bcFAWX,HSC/MPP
Samp41_bcGCSA,HSC/MPP
Samp41_bcGUZF,HSC/MPP
Samp41_bcBQJJ,HSC/MPP
Samp41_bcGCMM,HSC/MPP
Samp41_bcDVVS,HSC/MPP
Samp41_bcEMBX,HSC/MPP
Samp41_bcEWOR,HSC/MPP
Samp41_bcDTLW,Granulocyte
Samp41_bcBINE,HSC/MPP
Samp41_bcFICM,HSC/MPP
Samp41_bcCKMV,HSC/MPP
Samp41_bcABFE,HSC/MPP
Samp41_bcHWFZ,Lymphoid
Samp41_bcBVFS,Lymphoid
Samp41_bcELAR,Lymphoid
Samp41_bcEACF,HSC/MPP
Samp41_bcGBIC,HSC/MPP
Samp41_bcDRTC,Lymphoid
Samp41_bcAIGL,HSC/MPP
Samp41_bcCLVY,HSC/MPP
Samp41_bcAQRC,Lymphoid
Samp41_bcCKYB,HSC/MPP
Samp41_bcDZOZ,HSC/MPP
Samp41_bcEMRJ,HSC/MPP
Samp41_bcHUUD,Granulocyte
Samp41_bcHATE,Lymphoid
Samp41_bcENJM,HSC/MPP
Samp41_bcBRUU,Myeloid-biased-MPP
Samp41_bcIANO,HSC/MPP
Samp41_bcAFKJ,HSC/MPP
Samp41_bcBCTO,HSC/MPP
Samp41_bcHPNK,HSC/MPP
Samp41_bcDWUN,HSC/MPP
Samp41_bcBAIW,Lymphoid
Samp41_bcAQNG,Erythroid
Samp41_bcGKUY,HSC/MPP
Samp41_bcENEK,HSC/MPP
Samp41_bcALSO,HSC/MPP
Samp41_bcFBYX,HSC/MPP
Samp41_bcGOSS,HSC/MPP
Samp41_bcEVZT,HSC/MPP
Samp41_bcBSUH,HSC/MPP
Samp41_bcIGWS,Granulocyte
Samp41_bcCVEI,HSC/MPP
Samp41_bcFXFN,Lymphoid
Samp41_bcCPDL,Myeloid-biased-MPP
Samp41_bcEMPB,HSC/MPP
Samp41_bcHDFP,HSC/MPP
Samp41_bcFLQZ,Lymphoid
Samp41_bcFFQD,HSC/MPP
Samp41_bcDPOD,HSC/MPP
Samp41_bcCFGG,HSC/MPP
Samp41_bcAPDG,HSC/MPP
Samp41_bcAATD,HSC/MPP
Samp41_bcHKEF,HSC/MPP
Samp41_bcFTYH,HSC/MPP
Samp41_bcFMOF,HSC/MPP
Samp41_bcHIOU,Lymphoid
Samp41_bcGGZV,HSC/MPP
Samp41_bcGZTI,HSC/MPP
Samp41_bcHHJG,HSC/MPP
Samp41_bcEMAL,Lymphoid
Samp41_bcCKDL,HSC/MPP
Samp41_bcFZVI,HSC/MPP
Samp41_bcGTVV,HSC/MPP
Samp41_bcBLKC,Lymphoid
Samp41_bcDPRS,HSC/MPP
Samp41_bcHDJP,HSC/MPP
Samp41_bcGVPV,HSC/MPP
Samp41_bcALCM,HSC/MPP
Samp41_bcBGRD,HSC/MPP
Samp41_bcDKLO,HSC/MPP
Samp41_bcAOXS,HSC/MPP
Samp41_bcFQWI,Lymphoid
Samp41_bcICGB,Myeloid-biased-MPP
Samp41_bcGXYU,HSC/MPP
Samp41_bcFVWC,HSC/MPP
Samp41_bcHRRJ,Erythroid
Samp41_bcEJPD,HSC/MPP
Samp41_bcGTJE,HSC/MPP
Samp41_bcBZZU,HSC/MPP
Samp41_bcABAP,Granulocyte
Samp41_bcAJCH,HSC/MPP
Samp41_bcEMQK,Lymphoid
Samp41_bcHXLG,HSC/MPP
Samp41_bcDSPJ,HSC/MPP
Samp41_bcIIKH,HSC/MPP
Samp41_bcFJHO,Erythroid
Samp41_bcETSL,HSC/MPP
Samp41_bcEMLO,HSC/MPP
Samp41_bcAOJC,Erythroid
Samp41_bcDSNH,HSC/MPP
Samp41_bcHRXV,HSC/MPP
Samp41_bcFYSJ,HSC/MPP
Samp41_bcEKLJ,HSC/MPP
Samp41_bcIJKF,HSC/MPP
Samp41_bcFZMW,HSC/MPP
Samp41_bcIBFP,HSC/MPP
Samp41_bcGBQM,HSC/MPP
Samp41_bcDLYY,HSC/MPP
Samp41_bcEEGV,HSC/MPP
Samp41_bcHXWM,HSC/MPP
Samp41_bcDONJ,HSC/MPP
Samp41_bcFETN,HSC/MPP
Samp41_bcGKBY,HSC/MPP
Samp41_bcFDON,HSC/MPP
Samp41_bcAMMJ,Erythroid
Samp41_bcHFFF,Granulocyte
Samp41_bcHMCD,HSC/MPP
Samp41_bcFOQI,HSC/MPP
Samp41_bcGCLJ,Erythroid
Samp41_bcGGTI,HSC/MPP
Samp41_bcFJJB,HSC/MPP
Samp41_bcDHRB,Lymphoid
Samp41_bcFHTK,HSC/MPP
Samp41_bcFKJX,HSC/MPP
Samp41_bcANJY,HSC/MPP
Samp41_bcBQZD,HSC/MPP
Samp41_bcGYGS,HSC/MPP
Samp41_bcBHGE,HSC/MPP
Samp41_bcHFXI,Granulocyte
Samp41_bcHHDP,HSC/MPP
Samp41_bcFPDQ,HSC/MPP
Samp41_bcFVWT,Erythroid
Samp41_bcBUWO,HSC/MPP
Samp41_bcHNSA,HSC/MPP
Samp41_bcAYJV,HSC/MPP
Samp41_bcECLH,HSC/MPP
Samp41_bcIASB,HSC/MPP
Samp41_bcFYML,HSC/MPP
Samp41_bcDVGC,Lymphoid
Samp41_bcBAXK,Lymphoid
Samp41_bcFALP,HSC/MPP
Samp41_bcAKYR,HSC/MPP
Samp41_bcENMA,Granulocyte
Samp41_bcAZGF,Granulocyte
Samp41_bcBXLN,Granulocyte
Samp41_bcHSSJ,Granulocyte
Samp41_bcCUDD,Lymphoid
Samp41_bcAAVA,Granulocyte
Samp41_bcBHYR,Myeloid-biased-MPP
Samp41_bcFMWY,Granulocyte
Samp41_bcIALU,HSC/MPP
Samp41_bcEQSX,Granulocyte
Samp41_bcBRMW,Granulocyte
Samp41_bcFHPV,HSC/MPP
Samp41_bcDBFQ,HSC/MPP
Samp41_bcCAMA,Granulocyte
Samp41_bcEZQW,Granulocyte
Samp41_bcDAVK,Lymphoid
Samp41_bcDXNS,Granulocyte
Samp41_bcBUZP,Granulocyte
Samp41_bcBNXV,Granulocyte
Samp41_bcCTQA,HSC/MPP
Samp41_bcCWGJ,Lymphoid
Samp41_bcHIBC,Granulocyte
Samp41_bcAMUK,Granulocyte
Samp41_bcARTU,HSC/MPP
Samp41_bcAHUE,Granulocyte
Samp41_bcBDTJ,Granulocyte
Samp41_bcAXCU,Granulocyte
Samp41_bcDVVB,Granulocyte
Samp41_bcFBYK,Granulocyte
Samp41_bcFXNK,Granulocyte
Samp41_bcGYCT,Granulocyte
Samp41_bcAYKX,Granulocyte
Samp41_bcGREY,Granulocyte
Samp41_bcFXXK,Granulocyte
Samp41_bcDYZF,Granulocyte
Samp41_bcFOIO,Erythroid
Samp41_bcEXDM,Granulocyte
Samp41_bcAWTU,Granulocyte
Samp41_bcCAMC,Granulocyte
Samp41_bcGUPZ,Granulocyte
Samp41_bcGEYH,Granulocyte
Samp41_bcGAWO,Granulocyte
Samp41_bcDETG,Granulocyte
Samp41_bcGBKI,Granulocyte
Samp41_bcCEWO,Granulocyte
Samp41_bcEMNJ,Myeloid-biased-MPP
Samp41_bcIIWD,Granulocyte
Samp41_bcHGOL,Granulocyte
Samp41_bcHKQX,Granulocyte
Samp41_bcEHLG,Granulocyte
Samp41_bcCVYM,Granulocyte
Samp41_bcHEDJ,Granulocyte
Samp41_bcBBQF,Granulocyte
Samp41_bcCFEI,Granulocyte
Samp41_bcBGTT,Granulocyte
Samp41_bcCSXR,HSC/MPP
Samp41_bcGIHX,Granulocyte
Samp41_bcHOOM,Granulocyte
Samp41_bcENWV,Granulocyte
Samp41_bcIFMP,Granulocyte
Samp41_bcGCDG,Granulocyte
Samp41_bcBTSI,HSC/MPP
Samp41_bcGYHO,Granulocyte
Samp41_bcDVUG,Granulocyte
Samp41_bcESUO,Granulocyte
Samp41_bcDWJO,Granulocyte
Samp41_bcACCO,Granulocyte
Samp41_bcIJOD,Granulocyte
Samp41_bcHMWX,Lymphoid
Samp41_bcCAPM,Granulocyte
Samp41_bcABIR,Granulocyte
Samp41_bcHDSX,Lymphoid
Samp41_bcIJWF,Granulocyte
Samp41_bcHNGE,Lymphoid
Samp41_bcAHEG,HSC/MPP
Samp41_bcHRJY,Granulocyte
Samp41_bcBJDH,Granulocyte
Samp41_bcCVBT,Granulocyte
Samp41_bcBQTW,HSC/MPP
Samp41_bcGICG,Granulocyte
Samp41_bcDBBD,Granulocyte
Samp41_bcEONF,Granulocyte
Samp41_bcGCBL,Granulocyte
Samp41_bcABAH,Lymphoid
Samp41_bcEEHO,Granulocyte
Samp41_bcCCDJ,HSC/MPP
Samp41_bcHXHB,Granulocyte
Samp41_bcECRY,Granulocyte
Samp41_bcEUUT,Granulocyte
Samp41_bcHVCP,HSC/MPP
Samp41_bcFTSI,HSC/MPP
Samp41_bcFHMH,Granulocyte
Samp41_bcATNR,Granulocyte
Samp41_bcHYMN,HSC/MPP
Samp41_bcIJAD,Granulocyte
Samp41_bcBHCS,Lymphoid
Samp41_bcARPT,Erythroid
Samp41_bcGSDO,Granulocyte
Samp41_bcAHZI,Granulocyte
Samp41_bcCBXI,Granulocyte
Samp41_bcICQH,HSC/MPP
Samp41_bcHKHC,Granulocyte
Samp41_bcHZNV,HSC/MPP
Samp41_bcIADI,HSC/MPP
Samp41_bcBRWD,Granulocyte
Samp41_bcDMQR,Granulocyte
Samp41_bcGJZZ,Granulocyte
Samp41_bcHZGH,Granulocyte
Samp41_bcFAHU,HSC/MPP
Samp41_bcBSRC,Lymphoid
Samp41_bcBEBE,HSC/MPP
Samp41_bcHVTG,HSC/MPP
Samp41_bcAWUN,Granulocyte
Samp41_bcDBLD,Granulocyte
Samp41_bcFEFD,Granulocyte
Samp41_bcETUG,Granulocyte
Samp41_bcARUV,Granulocyte
Samp41_bcCWBZ,HSC/MPP
Samp41_bcFNYN,Granulocyte
Samp41_bcIDJY,Granulocyte
Samp41_bcHUNQ,Granulocyte
Samp41_bcABSN,Granulocyte
Samp41_bcCTSQ,Granulocyte
Samp41_bcAVAO,Granulocyte
Samp41_bcAOJI,HSC/MPP
Samp41_bcEKIN,Granulocyte
Samp41_bcDBYV,Granulocyte
Samp41_bcHRCU,Granulocyte
Samp41_bcEYMB,Granulocyte
Samp41_bcGMIL,Lymphoid
Samp41_bcADOW,Lymphoid
Samp41_bcBUUT,Granulocyte
Samp41_bcGNKM,HSC/MPP
Samp41_bcACBI,Granulocyte
Samp41_bcDJJI,Granulocyte
Samp41_bcBPRL,Granulocyte
Samp41_bcENEB,HSC/MPP
Samp41_bcGJMP,Granulocyte
Samp41_bcDCMV,Granulocyte
Samp41_bcGGNJ,Granulocyte
Samp41_bcCIYN,Granulocyte
Samp41_bcBCCM,Lymphoid
Samp41_bcAKPN,Granulocyte
Samp41_bcAQYI,Granulocyte
Samp41_bcBKKN,Granulocyte
Samp41_bcGCRI,Granulocyte
Samp41_bcBKIO,Granulocyte
Samp41_bcFFTN,Granulocyte
Samp41_bcHHMN,Granulocyte
Samp41_bcAYMT,Granulocyte
Samp41_bcFEQY,Granulocyte
Samp41_bcCHCW,Granulocyte
Samp41_bcHEJE,Granulocyte
Samp41_bcCUFZ,HSC/MPP
Samp41_bcBDUD,Granulocyte
Samp41_bcFWEB,HSC/MPP
Samp41_bcBOYQ,Granulocyte
Samp41_bcGPIG,Granulocyte
Samp41_bcFMMV,Granulocyte
Samp41_bcBQUO,HSC/MPP
Samp41_bcFSAU,Granulocyte
Samp41_bcBPDW,HSC/MPP
Samp41_bcFOEA,Granulocyte
Samp41_bcERDT,HSC/MPP
Samp41_bcGZWP,Granulocyte
Samp41_bcFAJN,Lymphoid
Samp41_bcCBCH,HSC/MPP
Samp41_bcBXJT,Granulocyte
Samp41_bcHDGA,Erythroid
Samp41_bcGHLA,Granulocyte
Samp41_bcHSOS,Granulocyte
Samp41_bcGFHX,Granulocyte
Samp41_bcFOES,Granulocyte
Samp41_bcGQYO,Granulocyte
Samp41_bcIEEO,Granulocyte
Samp41_bcEFSQ,Granulocyte
Samp41_bcIEGM,HSC/MPP
Samp41_bcAIWY,Granulocyte
Samp41_bcBXDT,Granulocyte
Samp41_bcEWKB,Granulocyte
Samp41_bcBJSZ,Granulocyte
Samp41_bcDXIA,Lymphoid
Samp41_bcAWUF,Granulocyte
Samp41_bcAAIJ,Lymphoid
Samp41_bcAWPP,Lymphoid
Samp41_bcDPXH,Granulocyte
Samp41_bcEOEW,Lymphoid
Samp41_bcEUDV,Granulocyte
Samp41_bcIAKW,HSC/MPP
Samp41_bcATTT,Granulocyte
Samp41_bcFINO,Granulocyte
Samp41_bcGEIX,Granulocyte
Samp41_bcDLNR,Granulocyte
Samp41_bcARKH,Granulocyte
Samp41_bcEUGG,Granulocyte
Samp41_bcGIVS,Granulocyte
Samp41_bcBLAF,HSC/MPP
Samp41_bcGSQW,Lymphoid
Samp41_bcGZFO,Granulocyte
Samp41_bcGTCT,Granulocyte
Samp41_bcGWWW,Granulocyte
Samp41_bcHVAD,Granulocyte
Samp41_bcHHRY,Granulocyte
Samp41_bcGSHU,HSC/MPP
Samp41_bcBHPS,Lymphoid
Samp41_bcAEMD,HSC/MPP
Samp41_bcBCUG,Granulocyte
Samp41_bcBQNK,Granulocyte
Samp41_bcCRCR,Granulocyte
Samp41_bcAGID,Granulocyte
Samp41_bcGGOW,HSC/MPP
Samp41_bcDUWS,Granulocyte
Samp41_bcDIHE,Granulocyte
Samp41_bcDIOC,Granulocyte
Samp41_bcDQYY,Granulocyte
Samp41_bcGUOQ,Granulocyte
Samp41_bcFSCO,Granulocyte
Samp41_bcEXKK,Granulocyte
Samp41_bcBKDE,Granulocyte
Samp41_bcESTD,Granulocyte
Samp41_bcGNWJ,Lymphoid
Samp41_bcIGPN,HSC/MPP
Samp41_bcGZNE,Granulocyte
Samp41_bcGRAU,Granulocyte
Samp41_bcCCKZ,Granulocyte
Samp41_bcHTOL,Granulocyte
Samp41_bcEGVA,Granulocyte
Samp41_bcAKSW,Granulocyte
Samp41_bcEVZJ,Granulocyte
Samp41_bcHFXK,Myeloid-biased-MPP
Samp41_bcACHC,Granulocyte
Samp41_bcFCDH,Granulocyte
Samp41_bcCHRC,Granulocyte
Samp41_bcGMLM,Erythroid
Samp41_bcBFVF,HSC/MPP
Samp41_bcEHRH,Granulocyte
Samp41_bcDAUM,Granulocyte
Samp41_bcFGKD,Granulocyte
Samp41_bcFDDT,Myeloid-biased-MPP
Samp41_bcFHMW,Granulocyte
Samp41_bcFORD,Granulocyte
Samp41_bcCKKM,Granulocyte
Samp41_bcAYPU,Granulocyte
Samp41_bcICQR,Granulocyte
Samp41_bcGLEU,Granulocyte
Samp41_bcGCSR,Granulocyte
Samp41_bcAWYC,Granulocyte
Samp41_bcHCRC,Erythroid
Samp41_bcEPRN,Lymphoid
Samp41_bcCCGO,Lymphoid
Samp41_bcASVR,Lymphoid
Samp41_bcAALC,Lymphoid
Samp41_bcADWB,Lymphoid
Samp41_bcDCMR,Lymphoid
Samp41_bcADZS,Lymphoid
Samp41_bcAEHM,Lymphoid
Samp41_bcFAJH,Lymphoid
Samp41_bcCWOJ,HSC/MPP
Samp41_bcAWTT,Lymphoid
Samp41_bcFJWD,Lymphoid
Samp41_bcGWWR,Lymphoid
Samp41_bcIBSV,Granulocyte
Samp41_bcDFHS,Lymphoid
Samp41_bcFIMW,HSC/MPP
Samp41_bcIAGA,Lymphoid
Samp41_bcBBQS,Lymphoid
Samp41_bcCDVX,HSC/MPP
Samp41_bcBCDO,Granulocyte
Samp41_bcIDBR,Lymphoid
Samp41_bcCHNE,Lymphoid
Samp41_bcGRRX,Myeloid-biased-MPP
Samp41_bcBPBO,Lymphoid
Samp41_bcHKPQ,Lymphoid
Samp41_bcFJVW,Lymphoid
Samp41_bcCGIX,Lymphoid
Samp41_bcAUIZ,Lymphoid
Samp41_bcBEOH,Lymphoid
Samp41_bcDDDE,Lymphoid
Samp41_bcDJYV,Lymphoid
Samp41_bcBUFO,HSC/MPP
Samp41_bcHOOF,Lymphoid
Samp41_bcESZW,Lymphoid
Samp41_bcICIU,Lymphoid
Samp41_bcDVIG,Lymphoid
Samp41_bcCXUC,HSC/MPP
Samp41_bcHIFX,Lymphoid
Samp41_bcFBYR,Erythroid
Samp41_bcCTPJ,Lymphoid
Samp41_bcDLPR,Lymphoid
Samp41_bcEOAS,Lymphoid
Samp41_bcCWFJ,Lymphoid
Samp41_bcFLLM,Lymphoid
Samp41_bcHPWJ,Lymphoid
Samp41_bcBIWQ,HSC/MPP
Samp41_bcGNFB,Lymphoid
Samp41_bcGZBC,HSC/MPP
Samp41_bcIHVC,Lymphoid
Samp41_bcFFNS,Lymphoid
Samp41_bcAXDF,Meg/Ery-biased-MPP
Samp41_bcFGSL,Lymphoid
Samp41_bcFCBO,Lymphoid
Samp41_bcDJGT,Lymphoid
Samp41_bcCFOB,HSC/MPP
Samp41_bcCEBG,Lymphoid
Samp41_bcFUYT,Lymphoid
Samp41_bcBDGR,Lymphoid
Samp41_bcHCPA,Lymphoid
Samp41_bcHWBZ,HSC/MPP
Samp41_bcDOAR,Lymphoid
Samp41_bcIIVS,Lymphoid
Samp41_bcEDJJ,HSC/MPP
Samp41_bcFCRM,Lymphoid
Samp41_bcAWJN,Lymphoid
Samp41_bcDZLK,Lymphoid
Samp41_bcFEYH,HSC/MPP
Samp41_bcEIBM,Lymphoid
Samp41_bcHKGT,HSC/MPP
Samp41_bcAUIN,Lymphoid
Samp41_bcFTDG,Lymphoid
Samp41_bcIJOU,Lymphoid
Samp41_bcFMYS,Lymphoid
Samp41_bcGBML,HSC/MPP
Samp41_bcBVDN,Lymphoid
Samp41_bcBVJG,HSC/MPP
Samp41_bcFLEY,Lymphoid
Samp41_bcGJFJ,Lymphoid
Samp41_bcHCRU,Lymphoid
Samp41_bcARBE,Lymphoid
Samp41_bcFQNU,HSC/MPP
Samp41_bcAXEF,Lymphoid
Samp41_bcGMUZ,HSC/MPP
Samp41_bcBLFS,HSC/MPP
Samp41_bcGTRM,Lymphoid
Samp41_bcGZPA,Lymphoid
Samp41_bcHROW,Lymphoid
Samp41_bcCYQL,HSC/MPP
Samp41_bcDWCA,Lymphoid
Samp41_bcFITH,Lymphoid
Samp41_bcEHDF,HSC/MPP
Samp41_bcAVFL,HSC/MPP
Samp41_bcAFOA,Lymphoid
Samp41_bcDOJA,Lymphoid
Samp41_bcETGY,Lymphoid
Samp41_bcDSJL,Lymphoid
Samp41_bcBBNQ,Lymphoid
Samp41_bcGBVN,Lymphoid
Samp41_bcABWX,Lymphoid
Samp41_bcFWDE,Lymphoid
Samp41_bcDWIS,Lymphoid
Samp41_bcHVLN,Lymphoid
Samp41_bcGEVD,Lymphoid
Samp41_bcFZUM,Lymphoid
Samp41_bcFAFX,HSC/MPP
Samp41_bcDFQL,Lymphoid
Samp41_bcGIAR,Lymphoid
Samp41_bcFGEL,Lymphoid
Samp41_bcBQEO,Lymphoid
Samp41_bcBNMR,HSC/MPP
Samp41_bcFEFJ,Lymphoid
Samp41_bcAWLN,Lymphoid
Samp41_bcBFGS,Lymphoid
Samp41_bcEQKR,Lymphoid
Samp41_bcANYX,Lymphoid
Samp41_bcEDDZ,Lymphoid
Samp41_bcHBZK,Lymphoid
Samp41_bcFGOR,Lymphoid
Samp41_bcFCHF,HSC/MPP
Samp41_bcFCAF,Lymphoid
Samp41_bcBYXV,Lymphoid
Samp41_bcASXW,Lymphoid
Samp41_bcFCHM,HSC/MPP
Samp41_bcFSOU,Lymphoid
Samp41_bcCHXO,Lymphoid
Samp41_bcDXHY,Lymphoid
Samp41_bcHVLF,Lymphoid
Samp41_bcHLHJ,Lymphoid
Samp41_bcEOPI,Lymphoid
Samp41_bcAOAD,Lymphoid
Samp41_bcGXRW,Lymphoid
Samp41_bcGOPI,Lymphoid
Samp41_bcCRPT,Lymphoid
Samp41_bcBNRB,Lymphoid
Samp41_bcBZRI,Lymphoid
Samp41_bcDSFM,Lymphoid
Samp41_bcGGVI,Lymphoid
Samp41_bcBOLW,Lymphoid
Samp41_bcADSF,Lymphoid
Samp41_bcEXQS,HSC/MPP
Samp41_bcHPQK,Lymphoid
Samp41_bcGUWZ,Lymphoid
Samp41_bcGPEL,Lymphoid
Samp41_bcEHRS,Lymphoid
Samp41_bcBNQU,Lymphoid
Samp41_bcEVKX,Myeloid-biased-MPP
Samp41_bcGUJZ,Lymphoid
Samp41_bcCNOV,Lymphoid
Samp41_bcDTKH,HSC/MPP
Samp41_bcFVCA,Lymphoid
Samp41_bcDYVM,HSC/MPP
Samp41_bcIGDA,Lymphoid
Samp41_bcFAGW,Lymphoid
Samp41_bcGWNN,Lymphoid
Samp41_bcABHQ,Lymphoid
Samp41_bcBVQQ,Lymphoid
